Start Date,1/1/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,000660 KS Equity,005380 KS Equity,005930 KS Equity,0170016D US Corp,035420 KS Equity,035720 KS Equity,051910 KS Equity,207940 KS Equity,6501 JT Equity,7974 JP Equity,8TRA GR Equity,9984 JT Equity,AAPL US Equity,ABBV US Equity,ABT US Equity,ADBE US Equity,AFRM US Equity,ALIZF US Equity,AMAT US Equity,AMD US Equity,AMT US Equity,AMZN US Equity,ANET US Equity,ANT US Equity,APD US Equity,APH US Equity,APO US Equity,ARES US Equity,ASAN US Equity,ASML US Equity,AVGO US Equity,AXP US Equity,AZN US Equity,BA US Equity,BABA US Equity,BAC US Equity,BAM US Equity,BIDU US Equity,BILI US Equity,BILL US Equity,BIO US Equity,BLK US Equity,BP US Equity,BRK/B US Equity,BX US Equity,BYDDF US Equity,CAJPY US Equity,CAT US Equity,CBOE US Equity,USU1718RAD09 Corp,CME US Equity,COIN US Equity,CRM US Equity,CRWD US Equity,CSCO US Equity,USU1268FAB41 Corp,CVX US Equity,DDOG US Equity,DE US Equity,DIS US Equity,DOCU US Equity,DUK US Equity,EADSY US Equity,FANUY US Equity,FRCOY US Equity,FSLY US Equity,GE US Equity,GOOGL US Equity,GRAB US Equity,GS US Equity,HD US Equity,HDB US Equity,HMC US Equity,HOOD US Equity,HSBC US Equity,HTHIY US Equity,HUBS US Equity,IBM US Equity,IBN US Equity,ICE US Equity,INF US Equity,INFY US Equity,INTC US Equity,IQ US Equity,ITOCY US Equity,J US Equity,BL484563 Corp,JBL US Equity,JD US Equity,JNJ US Equity,JPM US Equity,KAOCF US Equity,KKR US Equity,KO US Equity,KSPI US Equity,KUASF US Equity,KYCCF US Equity,LI US Equity,LIN US Equity,LLY US Equity,LMT US Equity,BL458894@BVAL Corp,LRCX US Equity,MA US Equity,MARUY US Equity,MBFJF US Equity,MC US Equity,MCD US Equity,MCO US Equity,MELI US Equity,META US Equity,MFG US Equity,MITEY US Equity,MITSY US Equity,MKTX US Equity,MMM US Equity,MPNGF US Equity,MQ US Equity,MRAAY US Equity,MRK US Equity,MS US Equity,MSBHF US Equity,MSCI US Equity,MSFT US Equity,MU US Equity,NDAQ US Equity,NEE US Equity,NET US Equity,NFLX US Equity,NIO US Equity,NJDCY US Equity,NOW US Equity,NSRGY US Equity,NTES US Equity,NTRS US Equity,NU US Equity,NVDA US Equity,NVO US Equity,NVS US Equity,OKTA US Equity,OR US Equity,ORCL US Equity,PAGS US Equity,BBG000C31ZH2 Equity,PANW US Equity,PCOR US Equity,PDD US Equity,PFE US Equity,PG US Equity,PYPL US Equity,QCOM US Equity,BBG003TCRRN1 Equity,RELIANCE IN Equity,RHHBY US Equity,RKUNY US Equity,RMSG US Equity,RTX US Equity,SAIL US Equity,SAP GR Equity,SAP US Equity,SE US Equity,SFTBF US Equity,SHEL US Equity,SHOP US Equity,SIEGY US Equity,SMCAY US Equity,SMCI US Equity,SMFG US Equity,SNOW US Equity,SNPS US Equity,SNY US Equity,SNYFX US Equity,SOFI US Equity,SONY US Equity,SPGI US Equity,SPOT US Equity,SQM US Equity,SSDOY US Equity,STNE US Equity,STT US Equity,SUMCF US Equity,SVNDY US Equity,T US Equity,TAK US Equity,TCEHY US Equity,TCOM US Equity,TEAM US Equity,TKPHF US Equity,TM US Equity,TME US Equity,TMO US Equity,TOST US Equity,TSLA US Equity,TSM US Equity,TTDKY US Equity,TTE US Equity,TW US Equity,TWLO US Equity,TXN US Equity,UL US Equity,UNH US Equity,UPS US Equity,V US Equity,BL4727162 Corp,VIRT US Equity,VZ US Equity,WB US Equity,BBG000GPXKX9 Equity,WDAY US Equity,WMT US Equity,WORK US Equity,XIACF US Equity,XOM US Equity,XPEV US Equity,YNDX19 US Equity,ZM US Equity,ZS US Equity
7/31/2023,123400,196000,69800,,227000,51300,648000,1103851,1859.6,6450,19.79,1810.5,196.45,149.58,111.33,546.17,19.39,238.07,151.59,114.4,190.31,133.68,38.7725,#N/A N/A,305.33,44.155,81.71,99.22,24.28,716.41,89.865,168.88,144.82,238.85,102.16,32,33.72,155.99,19.07,125.34,405.36,738.85,37.3,351.96,104.79,11.8967,25.86,265.17,139.68,#N/A N/A,198.96,98.61,225.01,161.66,52.04,#N/A N/A,163.66,116.72,429.6,88.89,53.82,93.62,36.81,15.29,25.0527,18.37,91.1099,132.72,3.83,355.87,333.84,34.14,31.92,12.86,41.78,13.096,580.55,144.18,24.57,114.8,12.81,16.66,35.77,6.34,8.1095,103.6431,#N/A N/A,110.67,41.31,167.53,157.96,37.78,59.38,61.93,81.4,8.35,453.85,42.8,390.67,454.55,446.37,#N/A N/A,71.849,394.28,178.05,7.56,48.83,293.2,352.75,1238.05,318.6,3.44,12.29,393.26,269.22,93.222,18.63,5.58,9.9599,106.65,91.56,17.1547,548.08,335.92,71.39,50.49,73.3,68.77,43.897,15.3,7.505,116.6,122.9,108.74,80.12,7.96,46.729,80.55,99.3805,76.86,14.82,117.23,11.36,14.48,124.98,75.85,89.82,36.06,156.3,75.82,132.17,11.57,1274.63,38.7,3.95,11,87.93,#N/A N/A,123.94,136.35,66.52,12.747,61.63,67.58,85.32,26.15,33.027,9.32,177.71,451.8,53.37,#N/A N/A,11.45,18.2548,394.51,149.41,73.69,44,14.49,72.44,14.2726,13.8267,14.52,15.26,45.94,41.04,181.94,30.595,168.24,6.99,548.66,22.07,267.43,99.15,7.701,61.28,81.79,66.03,180,57.4445,506.37,187.13,237.73,#N/A N/A,18.56,34.08,15.75,248.91,237.13,53.2867,45.2,1.4713,107.24,20.92,14891,73.35,160.38
8/31/2023,121800,189100,66900,,214500,48100,583000,1062061,1938.8,6267,18.89,1636.3,187.87,146.96,102.9,559.34,20.81,239.6096,152.76,105.72,181.32,138.01,48.8075,#N/A N/A,295.49,44.19,87.34,103.44,21.49,660.53,92.289,157.99,134.0399,224.03,92.9,28.67,34.55,142.83,15.13,115.3,400.2,700.54,37.18,360.2,106.37,10.4933,24.55,281.13,149.71,#N/A N/A,202.68,79.6,221.46,163.03,57.35,#N/A N/A,161.1,96.48,410.94,83.68,50.3,88.8,36.67,14.19,22.82,23.79,91.2854,136.17,3.77,327.71,330.3,31.155,32.33,10.89,37.32,13.304,546.52,146.83,23.17,117.99,12.81,17.37,35.14,5.04,7.502,111.4198,#N/A N/A,114.42,33.21,161.68,146.33,38.142,62.81,59.83,99.6,8.48,419.38,41.65,387.04,554.2,448.35,#N/A N/A,70.24,412.64,163.7,8.2,47.41,281.15,336.8,1372.36,295.89,3.28,12.71,372.745,240.93,89.184,16,6.15,9.3133,108.98,85.15,16.4267,543.62,327.76,69.94,52.48,66.8,65.03,43.368,10.27,6.515,117.77,120.13,103.48,76.07,6.85,49.355,92.81,95.193,83.51,13.35,120.39,8.98,13.95,121.65,67.55,98.97,35.38,154.34,62.51,114.53,10.92,1203.5,36.63,3.91,11.15,86.04,#N/A N/A,128.76,139.69,37.63,11.0025,62.09,66.49,75.14,24.38,27.508,9.1,156.85,458.89,53.18,#N/A N/A,8.66,16.2246,390.86,153.97,62.59,40.6,12.26,68.74,13.224,13.66,14.79,15.4,41.41,39.31,204.06,30.31,172.13,6.82,557.1,22.17,258.08,93.57,7.274,62.31,86.43,63.71,168.06,54.5471,476.58,169.4,245.68,#N/A N/A,18.74,34.98,12.9,271.73,244.5,54.2033,45.2,1.57,111.19,17.79,14891,71.03,156.05
9/30/2023,114700,191100,68400,,201500,43950,496500,981361,1855,6230,19.8,1583.8,171.21,149.06,96.85,509.9,21.27,238.06,138.45,102.82,164.45,127.12,45.9825,#N/A N/A,283.4,41.995,89.76,102.87,18.31,588.66,83.058,149.19,135.05,191.68,86.74,27.38,33.34,134.35,13.77,108.57,358.45,646.49,38.72,350.3,107.14,10.2967,24,273,156.21,#N/A N/A,200.22,75.08,202.78,167.38,53.76,#N/A N/A,168.62,91.09,377.38,81.05,42,88.26,33.46,13,21.76,19.17,88.1671,130.86,3.54,323.57,302.16,29.505,33.64,9.81,39.46,12.443,492.5,140.3,23.12,110.02,12.81,17.11,35.55,4.74,7.232,112.8082,#N/A N/A,126.89,29.13,155.75,145.02,36.24,61.6,55.98,99.6,8.03,375.25,35.65,372.35,537.13,408.96,#N/A N/A,62.677,395.91,155.6,8.73,45.13,263.44,316.17,1267.88,300.21,3.43,13.06,363.15,213.64,78.273,14.25,5.98,9.14,102.95,81.67,15.92,513.08,315.75,68.03,48.59,57.29,63.04,37.76,9.04,5.77,111.79,113.17,100.16,69.48,7.25,43.499,90.94,96.5004,81.51,11.75,105.92,8.61,12.77,117.22,65.32,98.07,33.17,145.86,58.46,111.06,10.11,1172.5,33.93,4.19,11.26,71.97,#N/A N/A,122.06,129.32,43.95,10.555,64.38,54.57,71.45,22.54,27.422,9.85,152.77,458.97,53.64,#N/A N/A,7.99,16.0724,365.41,154.64,59.67,35.19,10.67,66.96,13.288,13.0467,15.02,15.47,38.67,34.97,201.51,30.92,179.75,6.38,506.17,18.73,250.22,86.9,7.434,66.14,80.2,58.53,159.01,52.8151,504.19,155.87,230.01,#N/A N/A,17.27,32.41,12.54,255.34,214.85,53.31,45.2,1.5007,117.58,18.36,14891,69.94,155.59
10/31/2023,116300,169700,66900,,187400,37800,440000,1021711,1895.4,6221,18.54,1531,170.77,141.18,94.55,532.06,17.61,229.25,132.35,98.5,178.19,133.09,50.0925,#N/A N/A,282.44,40.275,77.44,98.59,18.47,598.81,84.137,146.03,122.7599,186.82,82.54,26.34,28.67,105,13.43,91.29,275.28,612.28,36.58,341.33,92.35,10.1667,23.58,226.05,163.89,#N/A N/A,213.46,77.12,200.83,176.77,52.13,84.314,145.73,81.47,365.36,81.59,38.88,88.89,33.38,12.56,22.06,14.67,86.6358,124.08,3.07,303.61,284.69,28.275,30.75,9.14,36.33,12.754,423.77,144.64,22.19,107.44,12.81,16.42,36.5,4.66,7.21,110.1636,#N/A N/A,122.8,25.42,148.34,139.06,35.85,55.4,56.49,93.5,8.03,389.72,33.81,382.16,553.93,454.64,#N/A N/A,58.822,376.35,147.1,8.3,41.64,262.17,308,1240.74,301.27,3.44,12.85,366.38,213.75,76.041,14.15,5.17,8.7,102.7,70.82,15.45,471.55,338.11,66.87,49.6,58.3,56.69,41.169,7.3,4.565,116.37,107.76,106.92,65.91,8.2,40.78,96.57,93.58,67.41,12.22,103.4,7.06,10.92,121.51,61.09,101.42,30.56,150.03,51.8,108.99,9.43,1143.95,32.33,3.67,11.4499,81.39,#N/A N/A,126.56,134,41.7,10.0525,65.14,47.19,66.19,23.19,23.947,9.67,145.13,469.44,45.25,#N/A N/A,7.55,16.1973,349.31,164.76,48.4,31.76,9.915,64.63,12.69,12.2333,15.4,13.6,37.01,34,180.64,26.906,175.18,7.26,444.77,15.99,200.84,86.31,7.474,67.24,90.01,51.26,142.01,50.6234,535.56,141.25,235.1,#N/A N/A,18.49,35.13,11.83,225.17,211.71,54.47,45.2,1.78,105.85,14.48,14891,59.98,158.69
11/30/2023,133900,184300,72800,,208000,50500,501000,1044768,2057,6912,19.67,1505,189.95,142.39,104.29,611.01,34.41,252,149.78,121.16,208.78,146.09,54.9275,#N/A N/A,270.55,45.495,92,112.25,21.01,683.76,92.573,170.77,128.5,231.63,74.88,30.49,35.03,118.66,11.33,65.47,304.92,751.23,36.29,360,112.37,8.9717,25.765,250.72,182.19,#N/A N/A,218.36,124.72,251.9,236.99,48.38,90.476,143.6,116.57,364.41,92.69,43.1,92.28,37.17,13.8,25.28,16.61,97.1393,132.53,3.04,341.54,313.49,30.02,30.66,8.8,38.43,13.874,493.93,158.56,22.17,113.84,12.81,17.55,44.7,4.49,7.793,105.1059,#N/A N/A,115.32,27.43,154.66,156.08,38.55,75.84,58.44,96,7.47,432.8082,36.95,413.77,591.04,447.77,#N/A N/A,71.592,413.83,156.6,8.25,47.45,281.84,364.96,1620.46,327.15,3.42,13.5,365,240.12,82.83,11.495,6.35,9.705,102.48,79.34,15.555,520.85,378.91,76.12,55.84,58.51,77.15,47.397,7.27,4.735,137.15,113.92,113.48,79.25,8.14,46.77,101.84,97.9,67.05,14.66,116.21,10.08,9.59,147.545,59.09,147.44,30.47,153.52,57.61,129.05,10.22,1188.72,33.69,3.89,11.36,81.48,#N/A N/A,146,159.12,36.22,10.0475,65.8,72.82,84,25.23,27.347,9.87,187.68,543.23,46.75,#N/A N/A,7.29,16.7628,415.83,185.11,50.24,26.71,15.6,72.82,14.144,13.1,16.57,14.15,41.62,35.18,190.95,27.985,189.78,8.51,495.76,14.87,240.08,97.31,9.262,69.04,96.9,64.68,152.71,50.9976,552.97,151.61,256.68,#N/A N/A,17.98,38.33,10.11,240.5,270.72,51.8967,45.2,2.02,102.74,16.61,14891,67.83,197.53
12/30/2023,141500,203500,78500,,224000,54300,499000,1095205,2034,7359,21.32,1573.3,192.53,154.97,110.07,596.6,49.14,265.2,162.07,147.41,215.88,151.94,58.8775,#N/A N/A,273.8,49.565,93.19,118.92,19.01,756.92,111.625,187.34,134.45,260.66,77.51,33.67,40.17,119.09,12.17,81.59,322.89,811.8,35.4,356.66,130.92,9.2273,25.6,295.67,178.56,#N/A N/A,210.6,173.92,263.14,255.32,50.52,91.596,149.16,121.38,399.87,90.29,59.45,97.04,38.57,14.63,24.63,17.8,101.7889,139.69,3.37,385.77,346.55,33.555,30.91,12.74,40.54,14.457,580.54,163.55,23.84,128.43,12.81,18.38,50.25,4.88,8.144,107.2711,#N/A N/A,127.4,28.89,156.74,170.1,42.11,82.85,58.93,92.5,7.0044,436,37.43,410.71,582.92,453.24,#N/A N/A,78.326,426.51,156.76,8.45,56.13,296.51,390.56,1571.54,353.96,3.44,13.68,373.98,292.85,91.4,10.335,6.98,10.555,109.02,93.25,15.915,565.65,376.04,85.34,58.14,60.74,83.26,48.688,9.07,5.043,141.3,115.63,93.16,84.38,8.33,49.522,103.45,100.97,90.53,14.28,105.43,12.47,11.58,147.44,69.22,146.31,28.79,146.54,61.41,144.63,10.25,1292.47,36.23,4.49,11.45,84.14,#N/A N/A,139.48,154.59,40.5,11.0625,65.8,77.9,93.54,26.7,28.426,9.68,199,514.91,49.73,#N/A N/A,9.95,18.4674,440.52,187.91,60.22,30.04,18.03,77.46,14.91,13.2267,16.78,14.27,37.79,36.01,237.86,28.73,183.38,9.01,530.79,18.26,248.48,104,9.464,67.0199,90.88,75.87,170.46,51.8315,526.47,157.23,260.35,#N/A N/A,20.26,37.7,10.95,282.61,276.06,52.55,45.2,2.02,99.98,14.59,14891,71.91,221.56
1/31/2024,134700,194600,72700,,200500,52500,434500,1210490,2335,8310,22.52,1615,184.4,164.4,113.15,617.78,40.51,262.5,164.3,167.69,195.65,155.2,64.67,#N/A N/A,255.71,50.55,100.4,121.48,17.42,869.82,118,200.74,132.4,211.04,72.17,34.01,40.19,105.31,9.07,78.05,320.89,774.31,35.1,383.74,124.45,7.5,27.54,300.31,183.85,#N/A N/A,205.84,128.2,281.09,292.5,50.18,91.054,147.43,124.44,393.58,96.05,60.92,95.83,39.7,13.8,26.49,20.12,105.6091,140.1,3.07,384.01,352.96,27.745,33.49,10.74,39.33,15.837,611,183.66,24.4,127.33,12.81,19.86,43.08,3.35,9.093,111.3785,#N/A N/A,125.29,22.55,158.9,174.36,40.63,86.58,59.49,91.45,5.175,442.59,27.68,404.83,645.61,429.41,#N/A N/A,82.517,449.23,170.6,9.29,54.97,292.72,392.04,1711.81,390.14,3.64,13.8,403.26,225.51,78.884,8.13,6.01,10.1,120.78,87.24,17.225,598.62,397.58,85.75,57.77,58.63,79.05,56.411,5.62,4.665,153.08,113.9,97.64,79.64,8.61,61.527,114.74,103.47,82.65,14.56,111.7,12.87,10.81,169.255,71.39,126.87,27.08,157.14,61.35,148.51,9.37,1426.63,35.14,4.435,11.65,91.12,#N/A N/A,160,173.1,38.14,10.975,62.91,80.07,89.5,27.92,52.961,10.29,195.64,533.35,49.9,#N/A N/A,7.83,19.0642,448.35,215.35,42.07,27.89,17.19,73.87,15.55,13.1533,17.69,14.6,34.84,36.56,249.77,30.226,199.7,9.4,538.98,17.77,187.29,112.96,10.568,64.78,95.39,70.33,160.12,52.0561,511.74,141.9,273.26,#N/A N/A,16.79,42.35,8.1,289.93,291.07,55.0833,45.2,1.64,102.81,8.33,14891,64.61,235.67
2/29/2024,156200,250500,73400,,195000,53300,453000,1115380,2533,8400,24.42,2197.5,180.75,176.05,118.64,560.28,37.52,272,201.62,192.53,198.86,176.76,69.385,#N/A N/A,234.04,54.62,111.8,132.63,19.7,951.68,130.049,219.42,126.625,203.72,74.03,34.52,40.75,101.33,9.68,63.33,325.88,811.34,34.99,409.4,127.82,8.2283,29.19,333.96,192,#N/A N/A,220.35,203.56,308.82,324.15,48.37,90.729,152.01,131.46,365.05,111.58,53.27,91.83,41.33,14.53,28.87,14.22,125.1246,138.46,3.07,389.05,380.61,26.75,35.59,16.31,39.18,16.841,618.81,185.03,25.61,138.42,12.81,19.96,43.05,3.69,8.672,121.1965,#N/A N/A,144.09,22.62,161.38,186.06,38.72,98.26,60.02,103.99,6.02,475.643,45.88,448.82,753.68,428.24,93,93.825,474.76,164.25,10.15,54.04,292.28,379.42,1595.3,490.13,3.76,15.22,435.255,213.41,77.019,10,6.53,10.04,127.15,86.04,21.4,560.97,413.64,90.61,56.2,55.19,98.54,60.292,5.75,4.725,154.27,103.97,107.92,82.13,11.08,79.112,119.77,100.97,107.3,14.59,111.68,13.92,12.93,155.275,78.03,124.54,26.56,158.94,60.34,157.79,8.83,1460.8,32.73,5.54,11.9,89.67,#N/A N/A,173.42,187.87,48.52,14.75,62.83,76.37,98.86,30.12,86.612,11.14,188.28,573.73,47.85,#N/A N/A,8.98,16.7355,428.38,256.41,49.72,27.29,17.21,73.73,16.128,15,16.93,14.59,34.942,44.47,207.42,28.63,240.55,10.47,570.18,23,201.88,128.67,10.406,64.09,105.82,59.59,167.33,52.3554,493.6,148.26,282.64,#N/A N/A,18.05,40.02,9.12,279.27,294.66,58.61,45.2,1.69,104.52,9.43,14891,70.73,241.97
3/30/2024,183000,233000,82400,,187400,53700,439000,1197520,2781,8196,33.06,2240.5,171.48,182.1,113.66,504.6,37.26,297.54,206.23,180.49,197.59,180.38,72.495,#N/A N/A,242.27,57.675,112.45,132.98,15.49,970.47,132.541,227.69,136.96,192.99,72.36,37.92,42.02,105.28,11.2,68.72,345.87,833.7,37.68,420.52,131.37,8.435,29.75,366.43,183.73,#N/A N/A,215.29,265.12,301.18,320.59,49.91,92.524,157.74,123.6,410.74,122.36,59.55,96.71,46.16,13.93,30.96,12.97,139.9906,150.93,3.14,417.69,383.6,27.985,37.23,20.13,39.36,18.229,626.56,190.96,26.41,137.43,12.81,17.93,44.17,4.23,8.556,127.0477,#N/A N/A,133.95,27.39,158.19,200.3,38.8,100.58,61.18,128.64,6.85,461.365,30.28,464.32,777.96,454.87,95.625,97.157,481.57,173.05,10.5,56.77,281.95,393.03,1511.96,485.58,3.98,18.16,468.985,219.25,88.682,12.2,5.96,9.33,131.95,94.16,23.25,560.45,420.72,117.89,63.1,63.91,96.83,60.733,4.5,5.14,152.48,106.2,103.47,88.92,11.93,90.356,128.4,96.73,104.62,16.42,125.61,14.28,12.93,142.065,82.17,116.25,27.75,162.25,66.99,169.3,9.13,1485.85,31.92,5.66,11.47,97.53,#N/A N/A,180.56,195.03,53.71,14.75,67.04,77.17,95.43,28.18,101.003,11.77,161.6,571.5,48.6,#N/A N/A,7.3,16.7219,425.45,263.9,49.16,27.5025,16.61,77.32,15.512,14.6,17.6,13.89,39.03,43.89,195.11,28.45,251.68,11.19,581.21,24.92,175.79,136.05,9.828,69,104.17,61.15,174.21,53.6598,494.7,148.63,279.08,#N/A N/A,20.52,41.96,9.09,308.54,272.75,60.17,45.2,2.14,116.24,7.68,14891,65.37,192.63
4/30/2024,174200,251000,77500,,184400,48600,402500,1125467,2924,7720,33.3,1978.8,170.33,162.64,105.97,462.83,31.88,286.402,198.65,158.38,171.56,175,64.14,#N/A N/A,236.34,60.385,108.38,133.09,14.87,872.47,130.027,234.03,151,167.84,74.85,37.01,38.19,103.4,12.64,62.36,269.75,754.64,38.77,396.73,116.61,9.0667,26.94,334.57,181.15,#N/A N/A,209.64,203.93,268.94,292.54,46.98,90.685,161.27,125.5,391.41,111.1,56.6,98.26,41.04,14.56,26.17,12.65,161.82,162.78,3.5,426.71,334.22,28.8,33.99,16.49,43.58,18.45,604.87,166.2,27.53,128.76,12.81,16.71,30.47,4.85,8.971,118.618,#N/A N/A,117.36,28.89,144.59,191.74,41.35,93.07,61.77,117.76,6.22,446,26.28,440.96,781.1,464.93,95.438,89.441,451.2,178.605,9.9,49.08,273.04,370.33,1458.7,430.17,3.87,18.35,485.64,200.09,96.51,13.902,5.55,9.07,129.22,90.84,22.832,465.79,389.33,112.96,59.85,66.97,87.4,55.064,4.72,5.86,138.67,100.6,93.47,82.39,10.86,86.402,128.31,97.13,92.98,15.39,113.75,12.45,16.7,145.445,68.42,125.18,25.62,163.2,67.92,165.85,8.52,1467,29.82,4.74,11.85,101.52,#N/A N/A,169.72,181.21,63.19,12.54,71.66,70.2,93.57,26.28,85.88,11.32,155.2,530.59,49.23,#N/A N/A,6.78,16.1036,415.83,280.44,45.69,26.73,15.6,72.49,15.32,12.82,16.89,13.08,43.75,48.26,172.3,26.055,227.31,12.55,568.72,23.63,183.28,137.34,8.902,72.1799,101.71,59.88,176.42,55.4345,483.7,147.48,268.61,#N/A N/A,21.7,39.49,8.62,302.14,244.73,59.35,45.2,2.2,118.27,8.13,14891,61.1,172.94
5/31/2024,189200,253000,73500,,170200,43300,351500,1051973,3229,8555,32.75,2260.5,192.25,161.24,102.19,444.76,29.27,282.99,215.08,166.9,195.74,176.44,74.4125,#N/A N/A,266.7,66.185,116.16,140.17,13.05,960.35,132.855,240,153.78,177.61,78.34,39.99,39.24,97.2,14.52,52.05,286.86,772.03,37.57,414.4,120.5,9.3833,28.94,338.52,172.99,#N/A N/A,202.98,225.92,234.44,313.67,46.5,91.932,162.3,110.18,374.76,103.91,54.74,103.57,42.49,13.97,25.59,7.84,165.14,172.5,3.67,456.52,334.87,28.945,33.92,20.9,44.65,20.553,611.05,166.85,26.74,133.9,12.81,16.75,30.85,4.63,9.461,115.1553,#N/A N/A,118.9,29.62,146.67,202.63,44.5251,102.84,62.93,126.4,7.235,449.99,20.25,435.52,820.34,470.34,94.375,93.244,447.07,195.79,10.25,56.61,258.89,396.99,1725.58,466.83,4.1,16.7606,509.74,198.93,100.14,13.07,5.32,9.38,125.54,97.84,21.145,495.18,415.13,125,59.03,80.02,67.69,64.162,5.39,6.155,131.39,106.3,89.03,84.24,11.88,109.633,135.28,103.13,88.68,16.65,117.19,12.25,17.63,147.455,67.13,149.78,28.66,164.54,62.99,204.05,8.3,1430.4,32.01,5.155,12.04,107.81,#N/A N/A,168,182.44,67.52,13.975,72.78,59.15,96.53,25.2,78.451,13.11,136.18,560.8,49.03,#N/A N/A,6.9,16.0588,427.51,296.78,46.7,31.72,13.84,75.59,14.998,12.87,18.22,13.35,46.53,51.51,156.86,25.962,217.51,14.45,567.98,24.23,178.08,151.04,10.1,72.245,109.01,57.4,195.01,58.535,495.37,138.93,272.46,#N/A N/A,22,41.15,8.85,267.67,211.45,65.76,45.2,2.24,117.26,8.31,14891,61.34,169.96
6/29/2024,236500,295000,81500,,166900,40650,345500,1047650,3601,8556,30.65,2597.5,210.62,171.52,103.91,555.54,30.21,278.3,235.99,162.21,194.38,193.25,87.62,#N/A N/A,258.05,67.37,118.07,133.28,13.99,1022.73,160.553,231.55,156.2675,182.01,72,39.77,38.05,86.48,15.44,52.62,273.11,787.32,36.1,406.8,123.8,9.8333,27.13,333.1,170.06,#N/A N/A,196.6,222.23,257.1,383.19,47.51,92.091,156.42,129.69,373.63,99.29,53.5,100.23,34.24,13.74,25.36,7.37,158.97,182.15,3.55,452.32,344.24,32.165,32.24,22.71,43.5,22.518,589.79,172.95,28.81,136.89,12.81,18.62,30.97,3.67,9.835,115.4611,#N/A N/A,108.79,25.84,146.16,202.26,41.29,105.24,63.65,129.01,6.55,441.95,17.88,438.81,905.38,467.1,89.188,106.485,441.16,186.44,10.8,56.86,254.84,420.93,1643.4,504.22,4.23,15.69,459.5,200.53,102.19,14.15,5.48,10.34,123.8,97.19,19.99,481.75,446.95,131.53,60.26,70.81,82.83,67.488,4.16,5.65,157.33,102.45,95.58,83.98,12.89,123.54,142.74,106.46,93.61,15.58,141.2,11.69,16.77,169.505,66.31,132.95,27.98,164.92,58.03,199.18,8.18,1565.4,34.67,5.14,12.08,100.39,#N/A N/A,188.78,201.71,71.42,16.21,72.18,66.05,93.25,23.83,81.935,13.41,135.09,595.06,48.52,#N/A N/A,6.61,16.5678,446,313.79,40.75,28.54,11.99,74,14.64,12.2,19.11,12.94,47.36,47,176.88,26.84,204.97,14.05,553,25.77,197.88,173.81,12.392,66.635,106,56.81,194.53,58.7916,509.26,136.85,262.47,#N/A N/A,22.45,41.24,7.68,266.41,223.56,67.71,45.2,2.18,115.12,7.33,14891,59.19,192.19
