"ticker","RepNo","CompanyName","ISIN","Exchange","Country","rd_expense","revenue","fiscal_year_end","market_cap","pe_ratio_fy","beta_5y","volatility_30d","volatility_90d","volatility_260d","company_name","total_patents","ai_patents","in_portfolio","total_net_exposure_usd","total_net_pct_ltp","n_funds","rd_intensity","fund_weight","patent_activity","revenue_growth","total_return","volatility","bloomberg_volatility","total_return_5yr","rd_quartile","patent_quartile","growth_quartile","volatility_quartile","innovation_score","innovation_quartile","innovation_label","holdings_n_funds","holdings_total_weight","holdings_total_value","total_fund_weight","total_position_value","industry","multiplier","ai_score","ai_quartile","ai_label","quality_innovators_weight","ai_concentrated_weight","balanced_growth_weight","discovery_quality_weight","discovery_ai_weight","discovery_tier","innovation_rank","ai_rank","combined_rank","strategic_profile","ai_exposure","innovation_exposure","anomaly_score","is_anomaly"
"MCO","A26CE","Moody's Corp","US6153691059","NYSE","USA",2323.59140625,7718,"2025-12-31",77453.046875,31.833309173584,1.44520998001099,0.309150373430847,0.368758294495423,0.308805392707923,"MCO",6293,102,FALSE,0,0,0,NA,0.00520833333333333,6293,-0.0165720172226429,0.1,0.308805392707923,NA,NA,NA,3,1,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",153,153,153,"Underperformer","Low","Low",0.0401932938189333,FALSE
"MELI","AECFD","MercadoLibre Inc","US58733R1023","NASD","USA",2010,28893,"2025-12-31",82928.421875,41.5266189575195,1.51715004444122,0.468858422292411,0.407626162101661,0.397365968730762,"MELI",592,77,FALSE,0,0,0,0.0242377698086396,0.00520833333333333,592,0.273213650938123,0.1,0.397365968730762,NA,NA,2,3,4,2,0.675,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.675,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",38.5,38.5,38.5,"Balanced Performer","Medium","Medium",0.0375918818820953,FALSE
"META","CA3C0","Meta Platforms Inc","US30303M1027","NASD","USA",57372,200966,"2025-12-31",1501696,20.5144500732422,1.2904200553894,0.274162427056814,0.344637995806291,0.399008543717895,"Meta Platforms Inc.",9688,785,FALSE,0,0,0,0.0382048031026253,0.00520833333333333,9688,0.27025789944455,0.1,0.399008543717895,NA,NA,3,4,4,2,0.825,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.825,4,"AI Leader",0,0,0,0,0,"Tier 1: Top 10 Opportunities",9.5,9.5,9.5,"AI Pioneer","High","High",0.110885199986059,FALSE
"MFG","AD9C9","Mizuho Financial Group Inc (ADR)","US60687Y1091","NYSE","USA",2873.621015625,14368.105078125,"2025-03-31",95787.3671875,16.8006801605225,0.479990005493164,0.319616856563366,0.331887118491222,0.352885690503989,"MFG",12479,286,FALSE,0,0,0,NA,0.00520833333333333,12479,0.0332287933677435,0.1,0.352885690503989,NA,NA,NA,4,2,2,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",154,154,154,"Underperformer","Low","Low",0.032105265970377,FALSE
"MITSY","59240","Mitsui & Co Ltd (ADR)","US6068272029","OTC","USA",3408.146953125,14662620,"2025-03-31",113604.8984375,19.7772407531738,0.61243999004364,0.373651323725719,0.317839339490541,0.317241860244478,"MITSY",0,0,FALSE,0,0,0,NA,0.00520833333333333,0,0.106025331933051,0.1,0.317241860244478,NA,NA,NA,1,2,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",155,155,155,"Underperformer","Low","Low",0.0152914066688646,FALSE
"MKTX","A8941","Marketaxess Holdings Inc","US57060D1081","NASD","USA",185.572587890625,847.532,"2025-12-31",6185.7529296875,26.2023792266846,0.981249988079071,0.260217795039712,0.257562479818873,0.271652186398202,"MKTX",0,0,FALSE,0,0,0,NA,0.00520833333333333,0,0.197589858528227,0.1,0.271652186398202,NA,NA,NA,1,3,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",156,156,156,"Underperformer","Low","Low",0.0526500804854307,FALSE
"MMM","6017N","3M Co","US88579Y1010","NYSE","USA",1169,24948,"2025-12-31",74370.0390625,23.5174198150635,1.09211003780365,0.247958452060113,0.302253520340472,0.330070736845953,"MMM",29,1,FALSE,0,0,0,0.0157186955222328,0.00520833333333333,29,0.147663696017116,0.1,0.330070736845953,NA,NA,2,2,3,3,0.6,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.6,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",62,62,62,"Underperformer","Low","Low",0.00474520804450723,FALSE
"MPNGF","02CC2","Meituan",NA,NA,NA,20444.363,337591.576,"2024-12-31",488702.40625,12.3171997070312,1.47835004329681,0.390697571673737,0.327192984197828,0.404477964427057,"MPNGF",0,0,FALSE,0,0,0,0.0418339724514094,0.00520833333333333,0,-0.0484511353075504,0.1,0.404477964427057,NA,NA,3,1,1,2,0.45,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.45,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",96,96,96,"Underperformer","Low","Low",0.051016728568794,FALSE
"MQ","044FC","Marqeta Inc","US57142B1044","NASD","USA",52.2907507324219,624.884,"2025-12-31",1743.02502441406,NA,1.38289999961853,0.432040028931976,0.378060060774505,0.483463083103081,"MQ",423,7,FALSE,0,0,0,NA,0.00520833333333333,423,0.150498137809336,0.1,0.483463083103081,NA,NA,NA,2,3,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",157,157,157,"Underperformer","Low","Low",0.0305553425298739,FALSE
"MRK","5918N","Merck & Co Inc","US58933Y1055","NYSE","USA",14864,65011,"2025-12-31",282297.6875,15.6814603805542,0.308690011501312,0.22993397612044,0.231847322343874,0.293572300866604,"MRK",11,0,FALSE,0,0,0,0.0526536371290679,0.00520833333333333,11,-0.0131369207054377,0.1,0.293572300866604,NA,NA,3,2,1,3,0.575,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.575,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",70,70,70,"Underperformer","Low","Low",0.0216479477257837,FALSE
"MS","A13FF","Morgan Stanley","US6174464486","NYSE","USA",7691.75390625,119662,"2025-12-31",256391.796875,15.8200597763062,1.18933999538422,0.364784833233519,0.326367237855781,0.32592370156773,"MS",392293,30230,FALSE,0,0,0,NA,0.00520833333333333,392293,-0.0133730756118894,0.1,0.32592370156773,NA,NA,NA,4,1,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",158,158,158,"Underperformer","Low","Low",0.207300069775795,FALSE
"MSCI","AF5AE","Msci Inc","US55354G1004","NYSE","USA",177.596,3134.459,"2025-12-31",40408.421875,35.2251396179199,1.27783000469208,0.22357727041025,0.325414991319958,0.296144202759512,"MSCI",26,4,FALSE,0,0,0,0.00439502439737385,0.00520833333333333,26,0.0555780114606023,0.1,0.296144202759512,NA,NA,1,2,2,3,0.475,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.475,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",90,90,90,"Underperformer","Low","Low",0,FALSE
"MSFT","57840","Microsoft Corp","US5949181045","NASD","USA",32488,281724,"2025-06-30",2835625,27.9937496185303,1.08923995494843,0.229175895720222,0.310600836765149,0.26811051013102,"Microsoft Corp.",30302,17114,FALSE,0,0,0,0.0114570861802953,0.00520833333333333,30302,0.276982276793569,0.1,0.26811051013102,NA,NA,2,4,4,4,0.85,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.85,4,"AI Leader",0,0,0,0,0,"Tier 1: Top 10 Opportunities",6,6,6,"AI Pioneer","High","High",0.179140197225977,FALSE
"MU","5990N","Micron Technology Inc","US5951121038","NASD","USA",3798,37378,"2025-08-28",476918.6875,55.716438293457,1.49282002449036,0.629695597981277,0.688241484460873,0.649713282329694,"MU",100881,5833,FALSE,0,0,0,0.00796362168131648,0.00520833333333333,100881,0.2850432055071,0.1,0.649713282329694,NA,NA,1,4,4,1,0.625,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.625,3,"AI Adopter",0,0,0,0,0,"Tier 4: Monitor",53.5,53.5,53.5,"Balanced Performer","Medium","Medium",0.198597077242959,FALSE
"NDAQ","A6B64","Nasdaq Inc","US6311031081","NASD","USA",1472.3832421875,8262,"2025-12-31",49079.44140625,27.9396705627441,1.012580037117,0.294818829522388,0.318707002930035,0.27408536894,"NDAQ",24,0,FALSE,0,0,0,NA,0.00520833333333333,24,0.195942111685872,0.1,0.27408536894,NA,NA,NA,2,3,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",159,159,159,"Underperformer","Low","Low",0.0502089037560147,FALSE
"NEE","3190N","NextEra Energy Inc","US65339F1012","NYSE","USA",5594.25609375,27412,"2025-12-31",186475.203125,27.1131591796875,0.75084000825882,0.230979454770449,0.203961034334465,0.265135712463948,"NEE",63924,1440,FALSE,0,0,0,NA,0.00520833333333333,63924,0.193298362288624,0.1,0.265135712463948,NA,NA,NA,4,3,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",160,160,160,"Underperformer","Low","Low",0.0952106658281147,FALSE
"NET","03DAB","Cloudflare Inc","US18915M1071","NYSE","USA",512.489,2167.937,"2025-12-31",75823.59375,NA,1.83472001552582,0.628928505893539,0.620088384315804,0.539252371613125,"NET",87753,6898,FALSE,0,0,0,0.0067589647846255,0.00520833333333333,87753,0.114304515998811,0.1,0.539252371613125,NA,NA,1,4,2,1,0.525,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.525,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",80,80,80,"Underperformer","Low","Low",0.0960200057571457,FALSE
"NFLX","A42F5","Netflix Inc","US64110L1061","NASD","USA",3391.39,45183.036,"2025-12-31",387678.90625,36.3214912414551,1.68859994411469,0.561492161399058,0.389666407212452,0.359477985317616,"NFLX",501,20,FALSE,0,0,0,0.00874793532824563,0.00520833333333333,501,-0.0990908135659993,0.1,0.359477985317616,NA,NA,1,2,1,2,0.375,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.375,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",106,106,106,"Underperformer","Low","Low",0.0815411012861008,FALSE
"NIO","AA200","Nuveen Municipal Opportunity Fund Inc","US6709841034","NYSE","USA",42.0783911132812,210.391955566406,"2010-10-31",1402.61303710938,NA,-0.161290004849434,0,0,0,"NIO",19315,306,FALSE,0,0,0,NA,0.00520833333333333,19315,0.143574981018901,0.1,0,NA,NA,NA,4,3,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",161,161,161,"Underperformer","Low","Low",0.134036031934775,FALSE
"NJDCY","A389E","Nidec Corp (ADR)","US6540901096","OTC","USA",80599,2607813,"2025-03-31",16143.6201171875,14.406439781189,1.02551996707916,1.69226232975286,1.35652494104002,1.00146797197399,"NJDCY",0,0,FALSE,0,0,0,4.9926224362892,0.00520833333333333,0,0.234720623772591,0.1,1.00146797197399,NA,NA,4,1,4,1,0.625,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.625,3,"AI Adopter",0,0,0,0,0,"Tier 4: Monitor",53.5,53.5,53.5,"Balanced Performer","Medium","Medium",0.654526028852198,TRUE
"NOW","DE49C","ServiceNow Inc","US81762P1021","NYSE","USA",2960,13278,"2025-12-31",115457.5,66.0950164794922,0.973029971122742,0.429392067304498,0.475385769804527,0.438569059773368,"NOW",5181,233,FALSE,0,0,0,0.0256371392070675,0.00520833333333333,5181,0.200609025079757,0.1,0.438569059773368,NA,NA,2,3,3,2,0.625,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.625,3,"AI Adopter",0,0,0,0,0,"Tier 4: Monitor",53.5,53.5,53.5,"Balanced Performer","Medium","Medium",0.0217950767961205,FALSE
"NSRGY","08123","Nestle SA - ADR","US6410694060","OTC","USA",1613,89490,"2025-12-31",248070.59375,21.4581203460693,0.544529974460602,0.245558570026958,0.217288244971008,0.240383946294329,"NSRGY",0,0,FALSE,0,0,0,0.0065021813977095,0.00520833333333333,0,0.0810926290228963,0.1,0.240383946294329,NA,NA,1,1,2,4,0.45,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.45,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",94,94,94,"Underperformer","Low","Low",0.00877187630456281,FALSE
"NTES","A2595","NetEase Inc (ADR)","US64110W1027","NASD","USA",17719.11,112625.807,"2025-12-31",72045.296875,14.9366598129272,0.753170013427734,0.225909768777473,0.319042600025958,0.329944553486471,"NTES",3009,149,FALSE,0,0,0,0.245944020894841,0.00520833333333333,3009,0.114315997529775,0.1,0.329944553486471,NA,NA,4,3,2,3,0.775,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.775,4,"AI Leader",0,0,0,0,0,"Tier 2: Strong Candidates",14,14,14,"AI Pioneer","High","High",0.0642798851988109,FALSE
"NTRS","64360","Northern Trust Corp","US6658591044","NASD","USA",754.663828125,13607.6,"2025-12-31",25155.4609375,15.5404596328735,1.25317001342773,0.283709749545483,0.279736348194384,0.306086179644902,"NTRS",0,0,FALSE,0,0,0,NA,0.00520833333333333,0,0.114950678125024,0.1,0.306086179644902,NA,NA,NA,1,2,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",162,162,162,"Underperformer","Low","Low",0.0209796123550895,FALSE
"NU","0CC00","Nu Holdings Ltd","KYG6683N1034","NYSE","USA",2026.41984375,15774.741,"2025-12-31",67547.328125,23.8449592590332,1.12353003025055,0.482743704431061,0.399074769815978,0.412660121906589,"NU",154287,4439,FALSE,0,0,0,NA,0.00520833333333333,154287,-0.0994476625695825,0.1,0.412660121906589,NA,NA,NA,4,1,2,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",163,163,163,"Underperformer","Low","Low",0.171570195222493,FALSE
"NVDA","A1D8D","NVIDIA Corp","US67066G1040","NASD","USA",18497,215938,"2026-01-25",4196610,35.260009765625,2.33390998840332,0.347983702489957,0.332268548775522,0.446003679333817,"NVIDIA Corp.",5302,1298,FALSE,0,0,0,0.00440760518609068,0.00520833333333333,5302,0.0422663815319538,0.1,0.446003679333817,NA,NA,1,3,2,2,0.5,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.5,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",85.5,85.5,85.5,"Underperformer","Low","Low",0.0695680253801052,FALSE
"NVO","A03A6","Novo Nordisk A/S (ADR)","US6701002056","NYSE","USA",42671,309064,"2025-12-31",124867.8984375,10.241849899292,0.745410025119781,0.623320930254415,0.667683752232552,0.563441417201549,"NVO",548,48,FALSE,0,0,0,0.341729143630603,0.00520833333333333,548,0.14485323606059,0.1,0.563441417201549,NA,NA,4,2,3,1,0.65,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.65,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",43.5,43.5,43.5,"Balanced Performer","Medium","Medium",0.088122241937194,FALSE
"NVS","A1A2E","Novartis AG (ADR)","US66987V1098","NYSE","USA",10295,56330,"2025-12-31",309893.40625,20.4153804779053,0.556280016899109,0.233191069080683,0.217943416269405,0.221252754955689,"NVS",21,2,FALSE,0,0,0,0.0332211005215604,0.00520833333333333,21,0.231576852221042,0.1,0.221252754955689,NA,NA,3,2,4,4,0.775,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.775,4,"AI Leader",0,0,0,0,0,"Tier 2: Strong Candidates",14,14,14,"AI Pioneer","High","High",0.0949086644664643,FALSE
"OKTA","00F26","Okta Inc","US6792951054","NASD","USA",639,2919,"2026-01-31",13869.7802734375,57.1468086242676,0.758520007133484,0.630192346582937,0.503422422976907,0.504951634737623,"OKTA",45,4,FALSE,0,0,0,0.0460713859486131,0.00520833333333333,45,0.0426887997426093,0.1,0.504951634737623,NA,NA,3,2,2,1,0.525,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.525,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",80,80,80,"Underperformer","Low","Low",0.0102986114107357,FALSE
"OR","090D9","PTT Oil and Retail Business PCL","THA099010003","BAK","THA",4068,658723.29549,"2025-12-31",135600,11.9962596893311,1.0760999917984,0.468877952567797,0.426128225827685,0.38352819307578,"OR",2488894,205584,FALSE,0,0,0,NA,0.00520833333333333,2488894,0.0642540503293276,0.1,0.38352819307578,NA,NA,NA,4,2,2,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",164,164,164,"Underperformer","Low","Low",0.630531413881794,TRUE
"ORCL","66610","Oracle Corp","US68389X1054","NYSE","USA",9860,57399,"2025-05-31",430486.59375,34.4758491516113,1.58241999149323,0.503351784087547,0.497666979413028,0.497835014058044,"ORCL",26,1,FALSE,0,0,0,0.0229043137304436,0.00520833333333333,26,0.129390359576792,0.1,0.497835014058044,NA,NA,2,2,3,1,0.5,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.5,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",85.5,85.5,85.5,"Underperformer","Low","Low",0.00712925062493486,FALSE
"PAGS","024E7","PagSeguro Digital Ltd","KYG687071012","NYSE","USA",86.1094189453125,20410.512,"2025-12-31",2870.31396484375,6.95293998718262,1.44690001010895,0.546596712793294,0.473013133552897,0.49577906580833,"PAGS",1,0,FALSE,0,0,0,NA,0.00520833333333333,1,0.135871321428567,0.1,0.49577906580833,NA,NA,NA,1,3,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",165,165,165,"Underperformer","Low","Low",0.0290715749625513,FALSE
"PANW","DD7F5","Palo Alto Networks Inc","US6974351057","NASD","USA",1984.1,9221.5,"2025-07-31",132152.5,101.931701660156,0.752409994602203,0.307065770246442,0.363441685767998,0.365330969219872,"PANW",2,0,FALSE,0,0,0,0.0150137152153762,0.00520833333333333,2,0.187862916942686,0.1,0.365330969219872,NA,NA,2,1,3,2,0.475,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.475,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",90,90,90,"Underperformer","Low","Low",0.0216426648148736,FALSE
"PCOR","A2613","Pinnacor Inc.","US7234871041","NASD","USA",7.414,34.566,"2002-12-31",100.618896484375,NA,1.3466500043869,0,0,0,"PCOR",57,2,FALSE,0,0,0,0.0736839724847441,0.00520833333333333,57,0.0579892180860043,0.1,0,NA,NA,4,2,2,4,0.75,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.75,4,"AI Leader",0,0,0,0,0,"Tier 2: Strong Candidates",16.5,16.5,16.5,"AI Pioneer","High","High",0.162326185755845,FALSE
"PDD","02DD7","PDD Holdings Inc - ADR","US7223041028","NASD","USA",12659.361,393836.097,"2024-12-31",136555.796875,8.71345043182373,0.0905300006270409,0.263717193624278,0.2865248363033,0.363770363367253,"PDD",3,0,FALSE,0,0,0,0.0927046766940849,0.00520833333333333,3,0.267681571654975,0.1,0.363770363367253,NA,NA,4,2,4,2,0.75,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.75,4,"AI Leader",0,0,0,0,0,"Tier 2: Strong Candidates",18.5,18.5,18.5,"AI Pioneer","High","High",0.0824939769423005,FALSE
"PFE","A249A","Pfizer Inc","US7170811035","NYSE","USA",10247,62579,"2025-12-31",153415,19.891429901123,0.409040004014969,0.221587914330628,0.216060154298742,0.266492089371289,"PFE",577,4,FALSE,0,0,0,0.0667926865039273,0.00520833333333333,577,0.285028117429465,0.1,0.266492089371289,NA,NA,4,3,4,4,0.925,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.925,4,"AI Leader",0,0,0,0,0,"Tier 1: Top 10 Opportunities",1,1,1,"AI Pioneer","High","High",0.167136211487232,FALSE
"PG","7280N","Procter & Gamble Co","US7427181091","NYSE","USA",2100,84284,"2025-06-30",335306.8125,22.169979095459,0.40625,0.25084954931352,0.203708484815674,0.193984652472366,"PG",7079,30,FALSE,0,0,0,0.00626292076901957,0.00520833333333333,7079,-0.00659058978781105,0.1,0.193984652472366,NA,NA,1,3,1,4,0.55,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.55,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",73.5,73.5,73.5,"Underperformer","Low","Low",0.0537966764170447,FALSE
"PYPL","A2E44","Paypal Inc","US7045081004","NASD","USA",8.819,101.068,"2001-12-31",1229.623046875,NA,1,0,0,0,"PYPL",2,0,FALSE,0,0,0,0.00717211670878556,0.00520833333333333,2,0.18979903999716,0.1,0,NA,NA,1,1,3,4,0.5,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.5,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",85.5,85.5,85.5,"Underperformer","Low","Low",0.133691790212366,FALSE
"QCOM","A030E","Qualcomm Inc","US7475251036","NASD","USA",9042,44284,"2025-09-28",138603.296875,25.9049797058105,1.27341997623444,0.237145769636929,0.298741786352954,0.394028515773288,"QCOM",2,0,FALSE,0,0,0,0.0652365434579422,0.00520833333333333,2,0.261453810054809,0.1,0.394028515773288,NA,NA,3,1,4,2,0.6,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.6,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",65.5,65.5,65.5,"Underperformer","Low","Low",0.0474530993986611,FALSE
"RELIANCE","A4441","Reliance Industries Ltd","INE002A01018","NSE","IND",574209.9,9801360,"2025-03-31",19140330,27.4813899993896,1.03980994224548,0.248261044542174,0.239069731911729,0.210288271077514,"RELIANCE",1331,14,FALSE,0,0,0,NA,0.00520833333333333,1331,0.141389633901417,0.1,0.210288271077514,NA,NA,NA,3,3,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",166,166,166,"Underperformer","Low","Low",0.19140007955964,FALSE
"RHHBY","A328B","Roche Holding AG (ADR)","US7711951043","OTC","USA",12192,61516,"2025-12-31",310233.09375,18.6233100891113,0.526009976863861,0.332874458040036,0.278666819732401,0.292165016381825,"RHHBY",0,0,FALSE,0,0,0,0.0392994823750972,0.00520833333333333,0,0.152602919563651,0.1,0.292165016381825,NA,NA,3,1,3,3,0.6,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.6,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",62,62,62,"Underperformer","Low","Low",0.0212716928350402,FALSE
"RKUNY","074A4","Rakuten Group Inc - ADR","US75102W1080","OTC","USA",308.58990234375,2496575,"2025-12-31",10286.330078125,NA,1.22256994247437,0.328687607093257,0.354870526924781,0.363977641639008,"RKUNY",0,0,FALSE,0,0,0,NA,0.00520833333333333,0,0.27495433986187,0.1,0.363977641639008,NA,NA,NA,1,4,2,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",167,167,167,"Underperformer","Low","Low",0.11975865396482,FALSE
"RTX","9293N","Rtx Corp","US75513E1010","NYSE","USA",2807,88603,"2025-12-31",266718.3125,39.9263381958008,0.414139986038208,0.292657679256199,0.248280842767658,0.299445016415346,"RTX",1112,2,FALSE,0,0,0,0.0105242117561763,0.00520833333333333,1112,0.240193100273609,0.1,0.299445016415346,NA,NA,1,3,4,3,0.65,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.65,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",43.5,43.5,43.5,"Balanced Performer","Medium","Medium",0.0317732237930385,FALSE
"SAIL","06469","Sailpoint Inc","US78781J1097","NASD","USA",222.518,1071.416,"2026-01-31",6906.591796875,NA,1,0.839647220666271,0.624661301569262,0.56847481147836,"SAIL",442,10,FALSE,0,0,0,0.0322182063953283,0.00520833333333333,442,0.131928359623998,0.1,0.56847481147836,NA,NA,3,2,3,1,0.575,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.575,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",68,68,68,"Underperformer","Low","Low",0.0247877427047327,FALSE
"SAP","A1A56","SAP SE (ADR)","US8030542042","NYSE","USA",6628,36800,"2025-12-31",218637.703125,24.9314403533936,1.22286999225616,0.313788677556844,0.435030656151159,0.334323356649086,"SAP",11078,3320,FALSE,0,0,0,0.0303149909885882,0.00520833333333333,11078,0.228561569564044,0.1,0.334323356649086,NA,NA,3,4,4,3,0.875,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.875,4,"AI Leader",0,0,0,0,0,"Tier 1: Top 10 Opportunities",3,3,3,"AI Pioneer","High","High",0.111196176967787,FALSE
"SE","A0751","7-Eleven, Inc.","US8178262098","NYSE","USA",109.984826660156,12120.966,"2004-12-31",3666.16088867188,41.4702186584473,1.32946002483368,0,0,0,"SE",839734,33914,FALSE,0,0,0,NA,0.00520833333333333,839734,-0.0545125563628972,0.1,0,NA,NA,NA,4,1,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",168,168,168,"Underperformer","Low","Low",0.472869697703162,TRUE
"SFTBF","A222E","SoftBank Group Corp","JP3436100006","OTC","USA",3777.92390625,7243752,"2025-03-31",125930.796875,17.4243698120117,1.52487003803253,0.344288325529576,0.581639020432467,0.715833184250828,"SFTBF",0,0,FALSE,0,0,0,NA,0.00520833333333333,0,0.205803103465587,0.1,0.715833184250828,NA,NA,NA,1,3,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",169,169,169,"Underperformer","Low","Low",0.173551138192325,FALSE
"SHEL","AAE5B","Shell PLC (ADR)","US7802593050","NYSE","USA",2306,266886,"2025-12-31",260508.59375,15.0807695388794,0.104410000145435,0.214759894283155,0.265650548603969,0.245656670698404,"SHEL",9379,35,FALSE,0,0,0,0.00885191527390831,0.00520833333333333,9379,0.149445382878184,0.1,0.245656670698404,NA,NA,1,4,3,4,0.725,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.725,4,"AI Leader",0,0,0,0,0,"Tier 2: Strong Candidates",20,20,20,"AI Pioneer","High","High",0.0430669325000596,FALSE
"SHOP","F5CF1","Shopify Inc (US)","CA82509L1076","NASD","USA",1523,11556,"2025-12-31",152294.09375,123.795501708984,2.82241010665894,0.546188115612656,0.589513965099149,0.625774087714179,"SHOP",1592,30,FALSE,0,0,0,0.0100003878187167,0.00520833333333333,1592,-0.0406213573180139,0.1,0.625774087714179,NA,NA,1,3,1,1,0.4,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.4,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",102.5,102.5,102.5,"Underperformer","Low","Low",0.0972316518344664,FALSE
