Ticker,Date,fund_id,Open,High,Low,Close,Volume,N200_Index_Close,VIX_Close,Treasury_10Y_Yield,base_market_cap,market_cap,volume_value,log_return,volatility_30d
6501 JT,5/31/2019,bf:461753,107.5410452,110.0080897,107.3914644,108.6217867,4189148,4370.72,18.08,2.259,25362685701,27549402364,455032740.5,0.02315823,0.015331409
GE US,5/31/2019,bf:1922841,95.252575,96.56710552,94.59991294,95.17096185,4250748,4370.72,18.08,2.259,5163893820,4914527417,404547775.7,0.026191014,0.013200073
AMT US,5/31/2019,bf:2184853,106.3953828,106.2970599,104.7458592,106.1569074,3933895,4370.72,18.08,2.259,33464151209,35524508018,417610127.3,-0.033318915,0.023051831
NET US,5/31/2019,bf:461839,73.7648333,74.33358485,73.37998239,73.90284263,2417635,4370.72,18.08,2.259,95495861266,70574156074,178670099,-0.022244317,0.017978357
SPOT US,5/31/2019,bf:2735887,108.96886,109.6615267,107.512794,108.4537211,4959572,4370.72,18.08,2.259,89064392290,96593647633,537884038.6,0.006279851,0.006319505
PCOR US,5/31/2019,bf:1632133,108.6457497,108.7737026,107.9585411,108.3064816,3368504,4370.72,18.08,2.259,69587537210,75367813177,364830816.5,-0.000887197,0.013630497
JBL US,5/31/2019,bf:1632133,115.1998972,116.9614058,115.0422093,116.2051023,2345290,4370.72,18.08,2.259,64410174563,74847909270,272534664.5,-0.011924228,0.014459786
J US,5/31/2019,bf:1919567,109.1972869,110.0825595,107.4360714,108.3599986,4489436,4370.72,18.08,2.259,99432707886,1.08E+11,486475278.6,0.016427506,0.01357661
INF US,5/31/2019,bf:1922841,123.3242201,124.9276231,122.2580868,124.1461009,3411187,4370.72,18.08,2.259,65914874112,81830746103,423485565.4,0.011080336,0.016676289
XOM US,5/31/2019,bf:461839,91.73691031,93.46147933,90.43953531,91.64840547,954708,4370.72,18.08,2.259,71144516349,65202814813,87497465.89,0.021030369,0.012243602
CVX US,5/31/2019,bf:3356011,110.7680185,112.9403194,109.2703172,111.3542486,4114903,4370.72,18.08,2.259,54862536446,61091765237,458211931.7,-0.00325695,0.01761266
LIN US,5/31/2019,DEFAULT_FUND_001,117.7207947,120.1023336,117.5769629,118.4268235,2161923,4370.72,18.08,2.259,59820060024,70842996898,256029673.5,0.007259701,0.009493892
APD US,5/31/2019,bf:1183421,104.1063546,105.4757247,103.81861,104.582459,1370353,4370.72,18.08,2.259,29626813992,30984450591,143314886.4,0.032501154,0.015035021
NEE US,5/31/2019,bf:1914537,115.1998972,116.9614058,115.0422093,116.2051023,2345290,4370.72,18.08,2.259,15564251084,18086453901,272534664.5,-0.011924228,0.014459786
DUK US,5/31/2019,bf:1914537,121.7794176,122.4858187,120.86205,121.7144967,1927309,4370.72,18.08,2.259,96339399021,1.17E+11,234581445,-0.01760192,0.014857557
CAT US,5/31/2019,bf:1249063,115.1998972,116.9614058,115.0422093,116.2051023,2345290,4370.72,18.08,2.259,90327605467,1.05E+11,272534664.5,-0.011924228,0.014459786
DE US,5/31/2019,bf:1249015,98.92530667,99.23669525,98.41533816,99.10661063,1208276,4370.72,18.08,2.259,69379822564,68759990601,119748139.1,0.011641909,0.009816663
KO US,5/31/2019,bf:1249015,116.1814834,118.0718633,114.2897445,116.0572976,2626029,4370.72,18.08,2.259,79751274351,92557173813,304769829.2,-0.00595509,0.012534947
PG US,5/31/2019,bf:1183421,114.830131,117.0161199,114.2027354,115.3456286,1834998,4370.72,18.08,2.259,3436754766,3964146390,211658997.9,-0.0003083,0.010469078
IBM US,5/31/2019,bf:2184853,115.1998972,116.9614058,115.0422093,116.2051023,2345290,4370.72,18.08,2.259,48301801138,56129157446,272534664.5,-0.011924228,0.014459786
SAP GR,5/31/2019,bf:461753,104.1063546,105.4757247,103.81861,104.582459,1370353,4370.72,18.08,2.259,76087494215,79574172428,143314886.4,0.032501154,0.015035021
CRM US,5/31/2019,bf:461839,106.3953828,106.2970599,104.7458592,106.1569074,3933895,4370.72,18.08,2.259,22424385648,23805034311,417610127.3,-0.033318915,0.023051831
ADBE US,5/31/2019,bf:461839,98.84338056,100.1343779,98.031654,98.34914709,5146939,4370.72,18.08,2.259,32499919756,31963393886,506197060.8,-0.019147461,0.01604398
INTC US,5/31/2019,bf:1639201,105.6277582,105.2438204,104.5271577,104.8609192,3544199,4370.72,18.08,2.259,23930952750,25094217017,371647964.8,0.003191341,0.009183275
SMCI US,5/31/2019,bf:461839,88.03271372,88.79844486,86.05312919,87.24656539,4678452,4370.72,18.08,2.259,15137202216,13206689030,408178868.4,-0.008220079,0.019585109
SNPS US,5/31/2019,bf:1183421,90.94028954,93.0804578,89.71875853,91.44358248,1510088,4370.72,18.08,2.259,42040087246,38442961855,138087856.6,-0.011132881,0.016729648
ANET US,5/31/2019,bf:461839,126.5732242,127.9519597,125.8210583,126.8363642,275935,4370.72,18.08,2.259,41958708303,53218900089,34998592.16,0.00121842,0.016795417
ASML US,5/31/2019,bf:461839,153.4337524,154.0621104,149.4236217,152.3604395,1064962,4370.72,18.08,2.259,37515699642,57159084867,162258078.4,-0.001589539,0.01442007
MU US,5/31/2019,bf:1274691,114.794952,115.4620772,113.5704037,115.1901353,339883,4370.72,18.08,2.259,16092030026,18536431165,39151168.77,-0.007110124,0.011061849
BOTZ US,5/31/2019,DEFAULT_FUND_001,98.23418531,100.6525355,98.40933004,99.0650545,3526987,4370.72,18.08,2.259,14741800281,14603972483,349401159.4,-0.004867197,0.018763842
AIQ US,5/31/2019,DEFAULT_FUND_001,117.903764,119.5958307,116.4763436,118.7456891,759397,4370.72,18.08,2.259,24070375846,28582533670,90175120.08,0.010474461,0.018757142
ROBT US,5/31/2019,DEFAULT_FUND_001,95.47539652,97.4069997,94.88395526,96.00806027,1947653,4370.72,18.08,2.259,47130282575,45248870099,186990386.6,-0.019584073,0.016252647
QTUM US,5/31/2019,DEFAULT_FUND_001,105.1721128,104.9672691,102.7048959,104.7406147,2065700,4370.72,18.08,2.259,27331291396,28626962614,216362687.8,0.021179663,0.013891849
AIEQ US,5/31/2019,DEFAULT_FUND_001,125.8710583,128.6474033,123.7786288,126.1825352,3479638,4370.72,18.08,2.259,85924943819,1.08E+11,439069544.3,0.04075105,0.022874057
NVDA US,6/3/2019,bf:1257479,116.6820825,116.2900193,113.570792,115.8701355,1646770,4355.87,19.82,2.264,29470174492,34147131130,190811463.1,0.015021023,0.011310998
V US,6/3/2019,bf:2237801,149.0299161,149.6409855,148.3535308,148.6016563,3455973,4355.87,19.82,2.264,79042208409,1.17E+11,513563311.8,-0.007038846,0.018383015
LLY US,6/3/2019,bf:1257479,108.3847779,110.5757312,108.1863825,108.6518488,3210294,4355.87,19.82,2.264,41488715259,45078256160,348804378.2,-0.024567826,0.018010804
BIO US,6/3/2019,bf:1475721,104.3733204,105.0458972,103.3888281,104.2063251,4536398,4355.87,19.82,2.264,88418722996,92137901912,472721364.7,0.006888005,0.010309319
META US,6/3/2019,bf:1914537,102.8952078,104.3836323,102.8348226,103.3591924,4340283,4355.87,19.82,2.264,94106261145,97267471511,448608145.6,0.024940254,0.012138413
AMZN US,6/3/2019,bf:2184853,105.9303345,106.6939238,103.8797155,105.9078949,1721161,4355.87,19.82,2.264,5510093440,5835623971,182284538.4,0.013501008,0.013254091
MSFT US,6/3/2019,bf:1914537,127.7030504,127.9896801,125.7386522,126.9558067,5022184,4355.87,19.82,2.264,53282443317,67645155760,637595421.3,0.021668424,0.011127221
TSLA US,6/3/2019,bf:1257479,107.867724,109.7543984,106.286205,107.8038449,1214523,4355.87,19.82,2.264,89349485395,96322180663,130930249.1,-0.004651676,0.013636348
HDB US,6/3/2019,DEFAULT_FUND_001,83.25249151,84.57199949,81.58551219,83.03699842,1669938,4355.87,19.82,2.264,55592066432,46161983324,138666639.1,0.008327648,0.018336066
AMD US,6/3/2019,bf:461839,96.71834993,98.42449654,96.98640662,97.16351752,3283245,4355.87,19.82,2.264,46204858795,44894266071,319011633.1,-0.013143475,0.012488477
ORCL US,6/3/2019,bf:1914537,102.3778152,105.0620606,101.9645962,103.23194,1944047,4355.87,19.82,2.264,95726501190,98820324279,200687743.3,-0.043343992,0.024476205
9984 JT,6/3/2019,bf:461753,105.7683083,107.3551072,103.527765,105.2920728,4049795,4355.87,19.82,2.264,45880081463,48308088752,426411309.8,-0.012632456,0.016853795
005930 KS,6/3/2019,bf:1098061,102.8952078,104.3836323,102.8348226,103.3591924,4340283,4355.87,19.82,2.264,68079492910,70366414057,448608145.6,0.024940254,0.012138413
BABA US,6/3/2019,bf:1914537,109.7533676,110.1519352,107.1533186,109.1446814,3667966,4355.87,19.82,2.264,57690706794,62966338105,400338980.3,-0.016815989,0.015687037
LMT US,6/3/2019,bf:3356011,72.27906426,73.28253392,72.37589515,72.57910248,3585331,4355.87,19.82,2.264,11189543584,8121270305,260220106.1,-0.01925623,0.013841486
8TRA GR,6/3/2019,bf:3428225,107.609718,107.555929,106.6207779,107.3947216,4576489,4355.87,19.82,2.264,90082672070,96744034855,491490761.9,0.016978646,0.013165131
6501 JT,6/3/2019,bf:461753,110.2131924,111.3071461,108.8972143,109.5612602,3213868,4355.87,19.82,2.264,25362685701,27787678072,352115428.2,0.008611845,0.015347478
GE US,6/3/2019,bf:1922841,95.36555677,96.04112708,93.14285503,94.93983325,1411007,4355.87,19.82,2.264,5163893820,4902592181,133960769.3,-0.002431516,0.013189615
AMT US,6/3/2019,bf:2184853,104.0117462,105.3713468,103.0095898,104.9221575,5162830,4355.87,19.82,2.264,33464151209,35111309444,541695262.5,-0.01169954,0.02226657
NET US,6/3/2019,bf:461839,73.66178505,75.11639771,73.25566133,74.22622759,884408,4355.87,19.82,2.264,95495861266,70882975326,65646269.49,0.004366266,0.018028606
SPOT US,6/3/2019,bf:2735887,107.9902156,109.5318538,106.944067,108.6753373,5012500,4355.87,19.82,2.264,89064392290,96791028695,544735128,0.002041332,0.006097107
PCOR US,6/3/2019,bf:1632133,107.867724,109.7543984,106.286205,107.8038449,1214523,4355.87,19.82,2.264,69587537210,75018040690,130930249.1,-0.004651676,0.013636348
JBL US,6/3/2019,bf:1632133,118.7404425,119.2149091,117.4254061,118.120108,941148,4355.87,19.82,2.264,64410174563,76081367754,111168503.4,0.016345218,0.014667589
J US,6/3/2019,bf:1919567,109.4721728,110.839335,107.8621865,109.1477162,2282889,4355.87,19.82,2.264,99432707886,1.09E+11,249172120.7,0.007243155,0.013516571
INF US,6/3/2019,bf:1922841,123.1847919,125.8330067,122.2310983,124.3935012,2698433,4355.87,19.82,2.264,65914874112,81993819719,335667528.6,0.001990833,0.016661778
XOM US,6/3/2019,bf:461839,93.5266388,94.51610541,92.85232384,94.06063574,1031839,4355.87,19.82,2.264,71144516349,66918984370,97055432.32,0.025980059,0.012982862
CVX US,6/3/2019,bf:3356011,108.3847779,110.5757312,108.1863825,108.6518488,3210294,4355.87,19.82,2.264,54862536446,59609160131,348804378.2,-0.024567826,0.018010804
LIN US,6/3/2019,DEFAULT_FUND_001,115.8707038,117.8025541,115.7016274,116.884691,745410,4355.87,19.82,2.264,59820060024,69920492286,87127017.48,-0.013107345,0.00979156
APD US,6/3/2019,bf:1183421,105.3881687,106.7868902,104.4713549,105.7965222,1000440,4355.87,19.82,2.264,29626813992,31344138849,105843072.7,0.011541806,0.015014172
NEE US,6/3/2019,bf:1914537,118.7404425,119.2149091,117.4254061,118.120108,941148,4355.87,19.82,2.264,15564251084,18384510189,111168503.4,0.016345218,0.014667589
DUK US,6/3/2019,bf:1914537,119.5355856,119.255178,117.824365,118.6266087,2250112,4355.87,19.82,2.264,96339399021,1.14E+11,266923155.7,-0.025697293,0.015337205
CAT US,6/3/2019,bf:1249063,118.7404425,119.2149091,117.4254061,118.120108,941148,4355.87,19.82,2.264,90327605467,1.07E+11,111168503.4,0.016345218,0.014667589
DE US,6/3/2019,bf:1249015,97.7703553,99.67992608,98.15958333,98.47627884,544644,4355.87,19.82,2.264,69379822564,68322667526,53634514.41,-0.006380451,0.00984528
KO US,6/3/2019,bf:1249015,119.2889773,119.6864203,117.214302,118.6907585,2589479,4355.87,19.82,2.264,79751274351,94657392428,307347226.6,0.022437429,0.013302591
PG US,6/3/2019,bf:1183421,117.2867454,116.8488942,115.3236757,116.2707595,1217726,4355.87,19.82,2.264,3436754766,3995940868,141585926.9,0.007988517,0.010572673
IBM US,6/3/2019,bf:2184853,118.7404425,119.2149091,117.4254061,118.120108,941148,4355.87,19.82,2.264,48301801138,57054139668,111168503.4,0.016345218,0.014667589
SAP GR,6/3/2019,bf:461753,105.3881687,106.7868902,104.4713549,105.7965222,1000440,4355.87,19.82,2.264,76087494215,80497922726,105843072.7,0.011541806,0.015014172
CRM US,6/3/2019,bf:461839,104.0117462,105.3713468,103.0095898,104.9221575,5162830,4355.87,19.82,2.264,22424385648,23528149232,541695262.5,-0.01169954,0.02226657
ADBE US,6/3/2019,bf:461839,98.54589109,99.03050399,96.7254974,97.88039951,4739268,4355.87,19.82,2.264,32499919756,31811051297,463881445.2,-0.004777552,0.016147754
INTC US,6/3/2019,bf:1639201,106.9155993,106.976524,104.6995116,106.1757452,2808455,4355.87,19.82,2.264,23930952750,25408867410,298189802.4,0.012460802,0.008758253
SMCI US,6/3/2019,bf:461839,87.5212093,88.27900719,85.79380372,86.71749816,2096280,4355.87,19.82,2.264,15137202216,13126603053,181784157,-0.006082508,0.018629567
SNPS US,6/3/2019,bf:1183421,92.90957926,93.5780018,92.50378122,93.38546584,4141636,4355.87,19.82,2.264,42040087246,39259331312,386768607.2,0.021013524,0.017312324
ANET US,6/3/2019,bf:461839,125.9485381,126.2237182,124.3204353,124.7953181,584260,4355.87,19.82,2.264,41958708303,52362503479,72912912.53,-0.016222845,0.01716003
ASML US,6/3/2019,bf:461839,149.6937855,149.0299207,148.2882495,148.551387,3406190,4355.87,19.82,2.264,37515699642,55730092152,505994248.8,-0.025318088,0.014993213
MU US,6/3/2019,bf:1274691,116.8877458,118.6380949,115.5998262,117.3480274,1991855,4355.87,19.82,2.264,16092030026,18883679802,233740255.1,0.018559999,0.011557566
BOTZ US,6/3/2019,DEFAULT_FUND_001,97.52740379,99.73084385,96.37230533,97.86357767,110239,4355.87,19.82,2.264,14741800281,14426853168,10788382.94,-0.012202306,0.018796516
AIQ US,6/3/2019,DEFAULT_FUND_001,116.4930756,116.5815721,114.9478509,115.4035488,1103631,4355.87,19.82,2.264,24070375846,27778067926,127362933.9,-0.028549035,0.018781066
ROBT US,6/3/2019,DEFAULT_FUND_001,98.66998386,99.47227338,96.49801567,97.69744597,1759665,4355.87,19.82,2.264,47130282575,46045082356,171914776.3,0.017443268,0.0164839
QTUM US,6/3/2019,DEFAULT_FUND_001,107.4397016,108.7280649,107.2293292,108.3748233,5595666,4355.87,19.82,2.264,27331291396,29620238752,606429313.9,0.034108847,0.015242752
AIEQ US,6/3/2019,DEFAULT_FUND_001,127.0009256,127.3628454,124.6002965,126.3121023,438904,4355.87,19.82,2.264,85924943819,1.09E+11,55438886.94,0.001026296,0.022458903
NVDA US,6/4/2019,bf:1257479,116.5777828,118.4394688,117.2592108,117.496947,1017607,4397.85,18.43,2.278,29470174492,34626555308,119565715.8,0.013942308,0.011058664
V US,6/4/2019,bf:2237801,147.6805723,149.9263087,146.1278882,148.1901513,1662375,4397.85,18.43,2.278,79042208409,1.17E+11,246347602.8,-0.002773023,0.018399558
LLY US,6/4/2019,bf:1257479,110.7410418,110.1130636,107.6950874,109.7781757,3078189,4397.85,18.43,2.278,41488715259,45545554750,337917973,0.010313023,0.01797651
BIO US,6/4/2019,bf:1475721,104.916822,107.1285792,105.1317181,105.576522,1948820,4397.85,18.43,2.278,88418722996,93349412563,205749637.7,0.013063189,0.010595063
META US,6/4/2019,bf:1914537,102.8095058,102.6127847,101.03046,101.9818015,157803,4397.85,18.43,2.278,94106261145,95971260454,16093034.22,-0.013415846,0.011299097
AMZN US,6/4/2019,bf:2184853,104.3854445,104.8110532,102.8604401,104.4956833,4075962,4397.85,18.43,2.278,5510093440,5757809792,425920434.4,-0.013424038,0.013419988
MSFT US,6/4/2019,bf:1914537,126.4375636,126.7584707,125.0676913,126.3164183,2743970,4397.85,18.43,2.278,53282443317,67304473996,346608462.4,-0.005049032,0.011202441
TSLA US,6/4/2019,bf:1257479,107.719718,107.1687184,106.4362758,106.6938935,833308,4397.85,18.43,2.278,89349485395,95330444782,88908875,-0.010349399,0.013670003
HDB US,6/4/2019,DEFAULT_FUND_001,81.74378774,82.26177042,81.03570719,81.74602226,5387151,4397.85,18.43,2.278,55592066432,45444303002,440378165.6,-0.015669121,0.018442953
AMD US,6/4/2019,bf:461839,96.88675962,98.75932584,95.81324648,97.09617355,1182752,4397.85,18.43,2.278,46204858795,44863149884,114840693.5,-0.00069334,0.012479437
ORCL US,6/4/2019,bf:1914537,102.7340604,103.0514366,100.8778416,102.8568327,4276362,4397.85,18.43,2.278,95726501190,98461247190,439853050.8,-0.003640254,0.02249474
9984 JT,6/4/2019,bf:461753,106.4534821,107.2891819,105.1024286,106.0970083,3971036,4397.85,18.43,2.278,45880081463,48677393834,421315039.4,0.007615714,0.016903796
005930 KS,6/4/2019,bf:1098061,102.8095058,102.6127847,101.03046,101.9818015,157803,4397.85,18.43,2.278,68079492910,69428693331,16093034.22,-0.013415846,0.011299097
BABA US,6/4/2019,bf:1914537,109.3781275,110.180778,107.4061415,109.2619441,2261070,4397.85,18.43,2.278,57690706794,63033987812,247048904,0.001073802,0.015576573
LMT US,6/4/2019,bf:3356011,72.14573368,73.04342575,72.56160375,72.81457215,764871,4397.85,18.43,2.278,11189543584,8147618286,55693754.62,0.003239066,0.013848465
8TRA GR,6/4/2019,bf:3428225,106.1068528,107.7920927,106.1884334,107.1590707,2197611,4397.85,18.43,2.278,90082672070,96531754272,235493952.6,-0.002196661,0.012873297
6501 JT,6/4/2019,bf:461753,105.1842959,106.9117794,103.4665202,105.4261289,1053031,4397.85,18.43,2.278,25362685701,26738897720,111016981.9,-0.038473339,0.016841698
GE US,6/4/2019,bf:1922841,95.28298729,95.64217295,93.36576374,94.64971307,3284054,4397.85,18.43,2.278,5163893820,4887610684,310834768.8,-0.003060511,0.012599089
AMT US,6/4/2019,bf:2184853,102.0723525,104.5673524,100.9706649,102.6399344,4114099,4397.85,18.43,2.278,33464151209,34347582836,422270851.3,-0.021991637,0.022547002
NET US,6/4/2019,bf:461839,73.45009519,74.69598938,72.62642289,74.01866253,573156,4397.85,18.43,2.278,95495861266,70684759276,42424240.54,-0.002800302,0.017651907
SPOT US,6/4/2019,bf:2735887,110.0971538,109.2299814,107.7672236,109.1156467,3274051,4397.85,18.43,2.278,89064392290,97183187666,357250192.3,0.004043419,0.006153288
PCOR US,6/4/2019,bf:1632133,107.719718,107.1687184,106.4362758,106.6938935,833308,4397.85,18.43,2.278,69587537210,74245652833,88908875,-0.010349399,0.013670003
JBL US,6/4/2019,bf:1632133,119.0431303,119.6501985,116.3018528,118.3071502,3150785,4397.85,18.43,2.278,64410174563,76201841986,372760394.3,0.00158224,0.014600496
J US,6/4/2019,bf:1919567,110.4806116,109.7801967,107.5032718,109.5912809,1955158,4397.85,18.43,2.278,99432707886,1.09E+11,214268269.6,0.004055658,0.013518875
INF US,6/4/2019,bf:1922841,121.4024726,122.6048602,119.2252253,120.9444997,2911574,4397.85,18.43,2.278,65914874112,79720414720,352138860.8,-0.028118178,0.01720379
XOM US,6/4/2019,bf:461839,96.87640712,97.36455032,96.24267189,96.88971038,5400927,4397.85,18.43,2.278,71144516349,68931715844,523294252.8,0.02963369,0.013842562
CVX US,6/4/2019,bf:3356011,110.7410418,110.1130636,107.6950874,109.7781757,3078189,4397.85,18.43,2.278,54862536446,60227091676,337917973,0.010313023,0.01797651
LIN US,6/4/2019,DEFAULT_FUND_001,116.3336609,118.3191127,114.6592281,116.573597,326136,4397.85,18.43,2.278,59820060024,69734395682,38018846.62,-0.002665094,0.009823457
APD US,6/4/2019,bf:1183421,105.957798,106.1722077,102.9717448,105.010707,4805079,4397.85,18.43,2.278,29626813992,31111326837,504584743,-0.007455331,0.015021393
NEE US,6/4/2019,bf:1914537,119.0431303,119.6501985,116.3018528,118.3071502,3150785,4397.85,18.43,2.278,15564251084,18413621913,372760394.3,0.00158224,0.014600496
DUK US,6/4/2019,bf:1914537,118.0466007,118.837816,116.7832146,117.1936911,2593681,4397.85,18.43,2.278,96339399021,1.13E+11,303963049.9,-0.012152772,0.015433617
CAT US,6/4/2019,bf:1249063,119.0431303,119.6501985,116.3018528,118.3071502,3150785,4397.85,18.43,2.278,90327605467,1.07E+11,372760394.3,0.00158224,0.014600496
DE US,6/4/2019,bf:1249015,97.17182022,97.87129525,96.90833287,97.62534111,4384452,4397.85,18.43,2.278,69379822564,67732288437,428033622.1,-0.008678593,0.010001972
KO US,6/4/2019,bf:1249015,118.578133,121.3002361,118.5555376,118.9696448,3558178,4397.85,18.43,2.278,79751274351,94879807853,423315172.9,0.002346933,0.013311557
PG US,6/4/2019,bf:1183421,117.0357228,118.6142215,117.1902501,117.9187578,1387374,4397.85,18.43,2.278,3436754766,4052578530,163597418.7,0.01407429,0.01040714
IBM US,6/4/2019,bf:2184853,119.0431303,119.6501985,116.3018528,118.3071502,3150785,4397.85,18.43,2.278,48301801138,57144484438,372760394.3,0.00158224,0.014600496
SAP GR,6/4/2019,bf:461753,105.957798,106.1722077,102.9717448,105.010707,4805079,4397.85,18.43,2.278,76087494215,79900015620,504584743,-0.007455331,0.015021393
CRM US,6/4/2019,bf:461839,102.0723525,104.5673524,100.9706649,102.6399344,4114099,4397.85,18.43,2.278,22424385648,23016374710,422270851.3,-0.021991637,0.022547002
ADBE US,6/4/2019,bf:461839,98.29466322,100.0410688,98.22380471,99.01450719,2291962,4397.85,18.43,2.278,32499919756,32179635383,226937487.9,0.011520056,0.016185868
INTC US,6/4/2019,bf:1639201,105.7176179,106.3802845,104.4419746,106.0277289,2479494,4397.85,18.43,2.278,23930952750,25373445704,262895117.6,-0.001395041,0.008540861
SMCI US,6/4/2019,bf:461839,83.53439984,85.10288707,82.38098305,84.00016354,3817516,4397.85,18.43,2.278,15137202216,12715274617,320671968.3,-0.031836942,0.019369141
SNPS US,6/4/2019,bf:1183421,91.83195719,93.99400167,91.01592467,92.39240627,2559191,4397.85,18.43,2.278,42040087246,38841848204,236449814.6,-0.010690929,0.017356804
ANET US,6/4/2019,bf:461839,123.3654176,124.636061,121.0952006,122.3136348,361277,4397.85,18.43,2.278,41958708303,51321221228,44189103.03,-0.020086417,0.016798855
ASML US,6/4/2019,bf:461839,146.9745674,148.6642163,146.8599198,147.5704658,1757135,4397.85,18.43,2.278,37515699642,55362092725,259301230.5,-0.006625142,0.01491661
MU US,6/4/2019,bf:1274691,116.248587,116.6474927,114.8320776,115.8195336,5234172,4397.85,18.43,2.278,16092030026,18637714129,606219360,-0.013110877,0.01126073
BOTZ US,6/4/2019,DEFAULT_FUND_001,96.82349232,97.53334852,95.60066391,96.56553038,2357636,4397.85,18.43,2.278,14741800281,14235497630,227666370.8,-0.013352595,0.018494329
AIQ US,6/4/2019,DEFAULT_FUND_001,115.3675926,116.0503098,113.010523,114.7430398,3689610,4397.85,18.43,2.278,24070375846,27619080944,423357067.2,-0.005739913,0.018793698
ROBT US,6/4/2019,DEFAULT_FUND_001,99.96274741,100.5154395,97.62305768,99.61235332,2895070,4397.85,18.43,2.278,47130282575,46947583599,288384735.7,0.019410769,0.016721876
QTUM US,6/4/2019,DEFAULT_FUND_001,106.5092158,107.720339,106.5793048,106.8957348,5340728,4397.85,18.43,2.278,27331291396,29215984760,570901043.8,-0.013741887,0.015083644
AIEQ US,6/4/2019,DEFAULT_FUND_001,122.7120928,123.5825403,119.9988128,121.7732004,1919969,4397.85,18.43,2.278,85924943819,1.05E+11,233800769.9,-0.036595545,0.023567298
NVDA US,6/5/2019,bf:1257479,118.4662681,119.7828067,117.1927484,118.45734,789633,4374.37,18.65,2.291,29470174492,34909584803,93537824.77,0.008140546,0.011088256
V US,6/5/2019,bf:2237801,146.1137278,148.1255212,146.0104506,146.2335042,4753899,4374.37,18.65,2.291,79042208409,1.16E+11,695179309.4,-0.013291567,0.018576322
LLY US,6/5/2019,bf:1257479,106.1525512,108.2851396,105.918059,106.3191603,1564882,4374.37,18.65,2.291,41488715259,44110453698,166376940.3,-0.032016229,0.018428364
BIO US,6/5/2019,bf:1475721,105.5532006,106.4913591,104.8537089,105.3279818,4354929,4374.37,18.65,2.291,88418722996,93129656490,458695882.6,-0.002356899,0.010589729
META US,6/5/2019,bf:1914537,103.3261491,104.0622401,102.1422712,102.9682126,3614454,4374.37,18.65,2.291,94106261145,96899535057,372173867.9,0.009625944,0.01098939
AMZN US,6/5/2019,bf:2184853,104.999959,105.602279,103.2346097,105.2776473,499421,4374.37,18.65,2.291,5510093440,5800896739,52577867.91,0.007455358,0.012842185
MSFT US,6/5/2019,bf:1914537,124.641415,127.7508378,122.8770187,125.3710433,958076,4374.37,18.65,2.291,53282443317,66800755101,120114987.7,-0.007512328,0.010536995
TSLA US,6/5/2019,bf:1257479,103.6531762,104.8186047,102.5638226,104.2043847,1436244,4374.37,18.65,2.291,89349485395,93106081487,149662922.3,-0.023609718,0.014317336
HDB US,6/5/2019,DEFAULT_FUND_001,81.96999738,83.84764428,81.87021156,82.24872568,259607,4374.37,18.65,2.291,55592066432,45723766217,21352344.93,0.006130745,0.018381868
AMD US,6/5/2019,bf:461839,96.14327528,97.77320288,94.21718086,95.88358209,4985038,4374.37,18.65,2.291,46204858795,44302873712,477983300.3,-0.012567198,0.012689089
ORCL US,6/5/2019,bf:1914537,99.06493065,100.4274171,99.18358554,99.70014842,687330,4374.37,18.65,2.291,95726501190,95439463767,68526903.02,-0.031170882,0.022754696
9984 JT,6/5/2019,bf:461753,106.4724085,108.9020638,105.6441846,107.0531086,4008493,4374.37,18.65,2.291,45880081463,49116053455,429121636.6,0.008971206,0.016924215
005930 KS,6/5/2019,bf:1098061,103.3261491,104.0622401,102.1422712,102.9682126,3614454,4374.37,18.65,2.291,68079492910,70100237005,372173867.9,0.009625944,0.01098939
BABA US,6/5/2019,bf:1914537,107.3789293,110.3225802,106.4337471,108.1786104,3545143,4374.37,18.65,2.291,57690706794,62409004915,383508643.3,-0.009964495,0.015701623
LMT US,6/5/2019,bf:3356011,72.12679814,72.21379046,71.02037,71.60160524,4224042,4374.37,18.65,2.291,11189543584,8011892825,302448187.8,-0.016798609,0.014016234
8TRA GR,6/5/2019,bf:3428225,106.9023711,107.8119022,106.0668598,106.289909,4356969,4374.37,18.65,2.291,90082672070,95748790134,463101838.4,-0.008144022,0.012951222
6501 JT,6/5/2019,bf:461753,105.704491,105.8079144,104.4189208,104.9954668,2123770,4374.37,18.65,2.291,25362685701,26629670250,222986222.6,-0.004093332,0.016774051
GE US,6/5/2019,bf:1922841,95.17908672,95.98513713,93.82338333,94.44296017,4589147,4374.37,18.65,2.291,5163893820,4876934183,433412627.3,-0.00218679,0.012448823
AMT US,6/5/2019,bf:2184853,103.429623,104.8948623,102.3484576,103.0893709,3749920,4374.37,18.65,2.291,33464151209,34497982963,386576893.8,0.00436921,0.022271529
NET US,6/5/2019,bf:461839,72.38590125,73.84110589,72.46978936,72.70801208,868447,4374.37,18.65,2.291,95495861266,69433142340,63143054.96,-0.017865672,0.017840583
SPOT US,6/5/2019,bf:2735887,109.6017326,111.9194474,108.1367197,110.0864328,735787,4374.37,18.65,2.291,89064392290,98047812365,81000166.13,0.008857511,0.006382144
PCOR US,6/5/2019,bf:1632133,103.6531762,104.8186047,102.5638226,104.2043847,1436244,4374.37,18.65,2.291,69587537210,72513264976,149662922.3,-0.023609718,0.014317336
